loss_type,lr,threshold,reg,fold,frac,emb_size,NDCG@5,NDCG,RR,AP,RBP_80,RBP_90,RBP_95
rbp_80,1.0,0,0,0,5.0,32,0.6442,0.8146,0.7999,0.6102,0.5804,0.47100000000000003,0.3391
rbp_90,1.0,0,0,0,5.0,32,0.644,0.8146,0.8001,0.6102,0.5804,0.47100000000000003,0.3391
rbp_95,1.0,0,0,0,5.0,32,0.644,0.8146,0.7998,0.6103,0.5804,0.47100000000000003,0.3391
rbp_80,10.0,0,0,0,5.0,32,0.4416,0.7419,0.6038,0.5253,0.4473,0.4038,0.3134
rbp_90,10.0,0,0,0,5.0,32,0.4416,0.7419,0.6038,0.5253,0.4473,0.4038,0.3134
rbp_95,10.0,0,0,0,5.0,32,0.4415,0.7418,0.6038,0.5253,0.4472,0.4038,0.3134
rbp_80,3.0,0,0,0,5.0,32,0.5872,0.7839,0.7512,0.5628,0.5337,0.4385,0.321
rbp_90,3.0,0,0,0,5.0,32,0.5872,0.7839,0.7512,0.5628,0.5337,0.4385,0.321
rbp_95,3.0,0,0,0,5.0,32,0.5872,0.7839,0.7512,0.5628,0.5337,0.4385,0.321
rr,0.001,0,0,0,5.0,32,0.1862,0.5509,0.4091,0.2233,0.1773,0.1697,0.1565
rr,0.01,0,0,0,5.0,32,0.2553,0.5761,0.541,0.2398,0.2167,0.1854,0.1609
rr,3.0,0,0,0,5.0,32,0.4391,0.6489,0.7428,0.3075,0.3449,0.2569,0.1932
rr,10.0,0,0,0,5.0,32,0.4727,0.6634,0.7614,0.3252,0.3741,0.2767,0.2036
dcg,0.001,0,0,1,1.0,32,0.4985,0.7775,0.6939,0.5661,0.4846,0.4288,0.3308
ndcg_5,0.001,0,0,1,1.0,32,0.4985,0.7775,0.6940000000000001,0.5661,0.4846,0.4288,0.3308
dcg,0.01,0,0,1,1.0,32,0.5493,0.7961,0.7572,0.5858,0.5141,0.4424,0.3361
ndcg_5,0.01,0,0,1,1.0,32,0.5493,0.7961,0.7572,0.5858,0.5141,0.4424,0.3361
dcg,0.1,0,0,1,1.0,32,0.9227,0.9607,0.9819,0.8912,0.8022,0.6214,0.4249
ndcg_5,0.1,0,0,1,1.0,32,0.9229,0.9607,0.9818,0.8912,0.8022,0.6214,0.4249
dcg,1.0,0,0,1,1.0,32,0.9381,0.9675,0.9851,0.9092,0.8154,0.6307,0.4298
ndcg_5,1.0,0,0,1,1.0,32,0.9381,0.9675,0.9851,0.9092,0.8154,0.6307,0.4298
dcg,3.0,0,0,1,1.0,32,0.9389,0.9682,0.9861,0.91,0.8165,0.631,0.4297
ndcg_5,3.0,0,0,1,1.0,32,0.9391,0.9681,0.9859,0.9101,0.8163,0.6311,0.4299
dcg,10.0,0,0,1,1.0,32,0.9387,0.9682,0.9871,0.9099,0.8162,0.6308,0.4296
ndcg_5,10.0,0,0,1,1.0,32,0.9387,0.9682,0.9871,0.9099,0.8162,0.6308,0.4296
ap,0.001,0,0,1,1.0,32,0.4997,0.7778,0.6925,0.5665,0.4858,0.4296,0.3312
ap,0.01,0,0,1,1.0,32,0.899,0.9507,0.9667,0.8744,0.7873,0.6145,0.4225
ap,0.1,0,0,1,1.0,32,0.9208,0.9602,0.9807,0.8909,0.8017,0.6216,0.4251
ap,1.0,0,0,1,1.0,32,0.9328,0.9656,0.9837,0.9041,0.8117,0.6282,0.4285
ap,10.0,0,0,1,1.0,32,0.9368,0.9672,0.9856,0.9077,0.8143,0.6297,0.4292
ap,3.0,0,0,1,1.0,32,0.9359,0.9666,0.9846,0.9066,0.8136,0.6294,0.4291
rbp_80,0.001,0,0,1,1.0,32,0.9191,0.96,0.977,0.8941,0.8028,0.6238,0.4269
rbp_90,0.001,0,0,1,1.0,32,0.9191,0.96,0.977,0.8941,0.8028,0.6238,0.4269
rbp_95,0.001,0,0,1,1.0,32,0.9191,0.96,0.977,0.8941,0.8028,0.6238,0.4269
rbp_80,0.01,0,0,1,1.0,32,0.9365,0.9670000000000001,0.9832,0.9092,0.8144,0.6301,0.4293
rbp_90,0.01,0,0,1,1.0,32,0.9353,0.9668,0.9827,0.9091,0.8142,0.6302,0.4295
rbp_95,0.01,0,0,1,1.0,32,0.9349,0.9665,0.9826,0.9085,0.8138,0.6301,0.4295
rbp_80,0.1,0,0,1,1.0,32,0.9405,0.9688,0.9855,0.9129,0.8174,0.6318,0.4301
rbp_90,0.1,0,0,1,1.0,32,0.9391,0.9685,0.9849,0.9126,0.8170000000000001,0.6319,0.4303
rbp_95,0.1,0,0,1,1.0,32,0.9388,0.9683,0.9852,0.9122,0.8166,0.6318,0.4303
rbp_80,1.0,0,0,1,1.0,32,0.8083,0.9164,0.8603,0.8314,0.7355,0.5918,0.4137
rbp_90,1.0,0,0,1,1.0,32,0.8083,0.9164,0.8603,0.8314,0.7355,0.5918,0.4137
rbp_80,3.0,0,0,1,1.0,32,0.8616,0.9345,0.9429,0.841,0.7583,0.5964,0.4132
rbp_95,1.0,0,0,1,1.0,32,0.8083,0.9164,0.8603,0.8314,0.7355,0.5918,0.4137
rbp_90,3.0,0,0,1,1.0,32,0.8616,0.9345,0.9429,0.841,0.7583,0.5964,0.4132
rbp_95,3.0,0,0,1,1.0,32,0.8616,0.9345,0.9429,0.841,0.7583,0.5964,0.4132
rbp_80,10.0,0,0,1,1.0,32,0.755,0.8891,0.8871,0.7554,0.6791,0.5487,0.3904
rbp_90,10.0,0,0,1,1.0,32,0.755,0.889,0.8869,0.7553,0.679,0.5487,0.3905
rbp_95,10.0,0,0,1,1.0,32,0.755,0.889,0.8869,0.7553,0.679,0.5487,0.3905
rr,0.001,0,0,1,1.0,32,0.498,0.7774,0.6940000000000001,0.5660000000000001,0.4845,0.4287,0.3308
rr,0.01,0,0,1,1.0,32,0.4985,0.7776,0.6945,0.5661,0.4847,0.4288,0.3308
rr,0.1,0,0,1,1.0,32,0.5135,0.7822,0.7326,0.5651,0.4881,0.4264,0.3282
rr,1.0,0,0,1,1.0,32,0.7059,0.8477,0.9189,0.6344,0.6022,0.4765,0.3459
rr,3.0,0,0,1,1.0,32,0.7063,0.8472,0.9109999999999999,0.6366,0.6035,0.4776,0.3463
rr,10.0,0,0,1,1.0,32,0.7122,0.8495,0.9155,0.6378,0.6073,0.4791,0.3467
dcg,0.001,0,0,1,2.0,32,0.3274,0.6753,0.544,0.3994,0.3284,0.3102,0.2598
ndcg_5,0.001,0,0,1,2.0,32,0.32799999999999996,0.6752,0.5429,0.3995,0.3286,0.3103,0.2599
dcg,0.01,0,0,1,2.0,32,0.4073,0.7073,0.6507,0.4321,0.3799,0.3368,0.2714
ndcg_5,0.01,0,0,1,2.0,32,0.4073,0.7073,0.6507,0.4321,0.3799,0.3368,0.2714
dcg,0.1,0,0,1,2.0,32,0.882,0.9359,0.9663,0.8317,0.7636,0.5919,0.4076
ndcg_5,0.1,0,0,1,2.0,32,0.882,0.9359,0.9663,0.8317,0.7636,0.5919,0.4076
dcg,1.0,0,0,1,2.0,32,0.9129999999999999,0.9511,0.9766,0.8676,0.7903,0.6104,0.4175
ndcg_5,1.0,0,0,1,2.0,32,0.9129999999999999,0.9511,0.9766,0.8676,0.7903,0.6104,0.4175
dcg,3.0,0,0,1,2.0,32,0.9131,0.9509,0.9767,0.8669,0.7902,0.61,0.4171
ndcg_5,3.0,0,0,1,2.0,32,0.9134,0.9509,0.9756,0.8675,0.7902,0.6104,0.4176
dcg,10.0,0,0,1,2.0,32,0.9141,0.9515,0.9779,0.8682,0.7908,0.6106,0.4176
ndcg_5,10.0,0,0,1,2.0,32,0.9145,0.9514,0.9777,0.8678,0.7907,0.6103,0.4174
ap,0.001,0,0,1,2.0,32,0.3456,0.6816,0.5648,0.4064,0.3406,0.3178,0.2642
ap,0.01,0,0,1,2.0,32,0.8675,0.9305,0.9520000000000001,0.8266,0.7561,0.5901,0.408
ap,0.1,0,0,1,2.0,32,0.8847,0.937,0.9676,0.8338,0.7659,0.5935,0.4085
ap,1.0,0,0,1,2.0,32,0.9092,0.9492,0.9764,0.8629,0.7871,0.6082,0.4163
ap,3.0,0,0,1,2.0,32,0.9097,0.9496,0.9768,0.8634,0.7873,0.6083,0.4163
rbp_80,0.001,0,0,1,2.0,32,0.8895,0.9405,0.9634,0.8483,0.7747,0.6024,0.4142
rbp_90,0.001,0,0,1,2.0,32,0.8895,0.9405,0.9634,0.8483,0.7747,0.6024,0.4142
rbp_95,0.001,0,0,1,2.0,32,0.8895,0.9405,0.9634,0.8483,0.7747,0.6024,0.4142
ap,10.0,0,0,1,2.0,32,0.9094,0.9495,0.9778,0.8633,0.7873,0.6085,0.4165
rbp_80,0.01,0,0,1,2.0,32,0.9155,0.9518,0.9763,0.8705,0.7918,0.6109,0.4171
rbp_90,0.01,0,0,1,2.0,32,0.9139,0.9515,0.9754,0.8702,0.7916,0.6111,0.4175
rbp_95,0.01,0,0,1,2.0,32,0.9131,0.951,0.9746,0.8695,0.7911,0.611,0.4175
rbp_80,0.1,0,0,1,2.0,32,0.9177,0.9528,0.9763,0.8727,0.7934,0.6119,0.4177
rbp_90,0.1,0,0,1,2.0,32,0.9162,0.9523,0.9758,0.8722,0.7929999999999999,0.6121,0.418
rbp_95,0.1,0,0,1,2.0,32,0.9126,0.9509,0.9719,0.8702,0.7913,0.6116,0.418
rbp_80,1.0,0,0,1,2.0,32,0.7625,0.8882,0.8346,0.7676,0.6923,0.5591,0.3943
rbp_90,1.0,0,0,1,2.0,32,0.7626,0.8882,0.8343,0.7676,0.6923,0.5591,0.3943
